Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2021-05-01 00:00:00,28,38.0,1.0,-9999.0,1.0,-9999.0,1.0,37.8714,1.9,2.8827,1.9,40.7541,1.9,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,219.5,1.0,80.2,1.0,637.4,1.0,-9999.0,1.0,0.0,1.0,17.7,1.0,0.3,1.0
2021-05-01 01:00:00,28,20.0,1.0,-9999.0,1.0,-9999.0,1.0,38.2762,1.9,2.3817,1.9,40.6579,1.9,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,203.3,1.0,78.7,1.0,636.9,1.0,-9999.0,1.0,0.0,1.0,17.5,1.0,0.8,1.0
2021-05-01 02:00:00,28,16.0,1.0,-9999.0,1.0,-9999.0,1.0,33.3746,1.9,2.643,1.9,36.0176,1.9,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,210.4,1.0,79.7,1.0,636.5,1.0,-9999.0,1.0,0.0,1.0,16.7,1.0,0.2,1.0
2021-05-01 03:00:00,28,20.0,1.0,-9999.0,1.0,-9999.0,1.0,30.3118,1.9,2.0948,1.9,32.4066,1.9,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,200.9,1.0,78.9,1.0,636.2,1.0,-9999.0,1.0,0.0,1.0,16.6,1.0,0.7,1.0
2021-05-01 04:00:00,28,13.0,1.0,-9999.0,1.0,-9999.0,1.0,26.9061,1.9,2.6982,1.9,29.6043,1.9,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,194.1,1.0,76.6,1.0,636.2,1.0,-9999.0,1.0,0.0,1.0,16.7,1.0,1.0,1.0
2021-05-01 05:00:00,28,12.0,1.0,-9999.0,1.0,-9999.0,1.0,23.5971,1.9,2.6007,1.9,26.1977,1.9,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,206.3,1.0,75.7,1.0,636.5,1.0,-9999.0,1.0,0.0,1.0,16.6,1.0,0.6,1.0
2021-05-01 06:00:00,28,20.0,1.0,-9999.0,1.0,-9999.0,1.0,22.7897,1.9,2.8135,1.9,25.6032,1.9,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,212.5,1.0,76.1,1.0,636.7,1.0,-9999.0,1.0,5.35,1.0,16.6,1.0,0.7,1.0
2021-05-01 07:00:00,28,18.0,1.0,-9999.0,1.0,-9999.0,1.0,25.8462,1.0,2.678,1.0,28.5242,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,199.8,1.0,74.4,1.0,637.1,1.0,-9999.0,1.0,65.35,1.0,17.3,1.0,0.9,1.0
2021-05-01 08:00:00,28,21.0,1.0,-9999.0,1.0,-9999.0,1.0,26.7949,1.0,2.5357,2.1,29.3306,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,203.1,1.0,70.4,1.0,637.6,1.0,-9999.0,1.0,83.4,1.0,18.6,1.0,0.7,1.0
2021-05-01 09:00:00,28,26.0,1.0,-9999.0,1.0,-9999.0,1.0,25.6451,1.0,2.2024,1.0,27.8475,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,350.8,1.0,64.0,1.0,637.6,1.0,-9999.0,1.0,182.51,1.0,20.5,1.0,0.4,1.0
2021-05-01 10:00:00,28,25.0,1.0,-9999.0,1.0,-9999.0,1.0,21.3015,1.0,3.9673,1.0,25.2688,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,22.0,1.0,57.6,1.0,637.5,1.0,-9999.0,1.0,433.14,1.0,22.4,1.0,0.4,1.0
2021-05-01 11:00:00,28,13.0,1.0,-9999.0,1.0,-9999.0,1.0,14.4595,1.0,4.7242,1.0,19.1836,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,206.0,1.0,52.9,1.0,637.3,1.0,-9999.0,1.0,180.83,1.0,23.2,1.0,0.9,1.0
2021-05-01 12:00:00,28,14.0,1.0,-9999.0,1.0,-9999.0,1.0,11.469,1.0,3.8304,1.0,15.2994,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,219.9,1.0,56.2,1.0,637.1,1.0,-9999.0,1.0,109.41,1.0,22.4,1.0,0.8,1.0
2021-05-01 13:00:00,28,12.0,1.0,-9999.0,1.0,-9999.0,1.0,10.4138,1.0,3.4011,1.0,13.8149,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,7.0,1.0,52.6,1.0,636.6,1.0,-9999.0,1.0,185.87,1.0,23.0,1.0,0.4,1.0
2021-05-01 14:00:00,28,26.0,1.0,-9999.0,1.0,-9999.0,1.0,8.4428,1.0,5.5119,1.0,13.9547,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,325.1,1.0,53.6,1.0,635.8,1.0,-9999.0,1.0,183.32,1.0,23.5,1.0,0.3,1.0
2021-05-01 15:00:00,28,16.0,1.0,-9999.0,1.0,-9999.0,1.0,5.6011,1.0,6.7623,1.0,12.3634,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,219.2,1.0,59.9,1.0,635.3,1.0,-9999.0,1.0,79.49,1.0,22.0,1.0,1.3,1.0
2021-05-01 16:00:00,28,9.0,1.0,-9999.0,1.0,-9999.0,1.0,5.6911,1.0,4.9818,1.0,10.6729,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,204.9,1.0,74.9,1.0,635.4,1.0,-9999.0,1.0,47.97,1.0,19.2,1.0,1.6,1.0
2021-05-01 17:00:00,28,7.0,1.0,-9999.0,1.0,-9999.0,1.0,6.9357,1.0,3.7319,1.0,10.6676,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,202.7,1.0,72.0,1.0,635.5,1.0,-9999.0,1.0,70.3,1.0,19.6,1.0,0.5,1.0
2021-05-01 18:00:00,28,9.0,1.0,-9999.0,1.0,-9999.0,1.0,8.1138,1.0,2.7571,1.0,10.871,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,234.3,1.0,67.6,1.0,635.8,1.0,-9999.0,1.0,28.88,1.0,20.4,1.0,0.1,1.0
2021-05-01 19:00:00,28,19.0,1.0,-9999.0,1.0,-9999.0,1.0,11.3163,1.0,2.4377,1.0,13.754,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,254.5,1.0,77.3,1.0,636.4,1.0,-9999.0,1.0,0.4,1.0,18.9,1.0,0.2,1.0
2021-05-01 20:00:00,28,36.0,1.0,-9999.0,1.0,-9999.0,1.0,15.2349,1.0,2.3667,1.0,17.6016,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,209.2,1.0,78.2,1.0,636.8,1.0,-9999.0,1.0,0.0,1.0,18.7,1.0,0.2,1.0
2021-05-01 21:00:00,28,30.0,1.0,-9999.0,1.0,-9999.0,1.0,19.8973,1.0,1.9017,1.0,21.799,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,224.2,1.0,78.1,1.0,637.1,1.0,-9999.0,1.0,0.0,1.0,18.6,1.0,0.3,1.0
2021-05-01 22:00:00,28,26.0,1.0,-9999.0,1.0,-9999.0,1.0,22.4902,1.0,1.5667,2.1,24.0569,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,217.5,1.0,77.2,1.0,637.6,1.0,-9999.0,1.0,0.0,1.0,18.6,1.0,0.2,1.0
2021-05-01 23:00:00,28,24.0,1.0,-9999.0,1.0,-9999.0,1.0,25.2978,1.0,1.92,1.0,27.2179,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,224.1,1.0,79.2,1.0,637.8,1.0,-9999.0,1.0,0.0,1.0,18.2,1.0,0.3,1.0
2021-05-02 00:00:00,28,22.0,1.0,-9999.0,1.0,-9999.0,1.0,26.1295,1.0,1.6351,1.0,27.7646,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,213.7,1.0,79.0,1.0,637.7,1.0,-9999.0,1.0,0.0,1.0,18.0,1.0,0.3,1.0
2021-05-02 01:00:00,28,16.0,1.0,-9999.0,1.0,-9999.0,1.0,26.3727,1.0,1.1141,1.0,27.4868,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,200.4,1.0,78.9,1.0,637.4,1.0,-9999.0,1.0,0.0,1.0,18.0,1.0,0.2,1.0
2021-05-02 02:00:00,28,16.0,1.0,-9999.0,1.0,-9999.0,1.0,25.9966,1.9,1.6062,1.9,27.6028,1.9,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,196.4,1.0,77.7,1.0,637.0,1.0,-9999.0,1.0,0.0,1.0,17.9,1.0,0.2,3.0
2021-05-02 03:00:00,28,22.0,1.0,-9999.0,1.0,-9999.0,1.0,25.9331,1.9,1.3208,1.9,27.2539,1.9,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,242.0,1.0,79.7,1.0,636.7,1.0,-9999.0,1.0,0.0,1.0,17.7,1.0,0.2,3.0
2021-05-02 04:00:00,28,22.0,1.0,-9999.0,1.0,-9999.0,1.0,27.2805,1.0,1.4038,1.0,28.6843,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,192.0,1.0,80.0,1.0,636.7,1.0,-9999.0,1.0,0.0,1.0,17.6,1.0,0.2,3.0
2021-05-02 05:00:00,28,13.0,1.0,-9999.0,1.0,-9999.0,1.0,26.7746,1.0,1.2746,1.0,28.0492,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,200.7,1.0,78.2,1.0,636.8,1.0,-9999.0,1.0,0.0,1.0,17.5,1.0,0.1,1.0
2021-05-02 06:00:00,28,17.0,1.0,-9999.0,1.0,-9999.0,1.0,26.646,1.0,1.5315,1.0,28.1775,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,210.3,1.0,77.8,1.0,636.9,1.0,-9999.0,1.0,0.2,1.0,17.6,1.0,0.0,1.0
2021-05-02 07:00:00,28,12.0,1.0,-9999.0,1.0,-9999.0,1.0,27.8093,1.0,0.7564,2.1,28.5657,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,206.3,1.0,76.4,1.0,637.2,1.0,-9999.0,1.0,27.13,1.0,18.0,1.0,0.2,1.0
2021-05-02 08:00:00,28,31.0,1.0,-9999.0,1.0,-9999.0,1.0,28.0625,1.0,1.5389,2.1,29.6014,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,176.2,1.0,73.1,1.0,637.7,1.0,-9999.0,1.0,72.06,1.0,19.2,1.0,0.2,3.0
2021-05-02 09:00:00,28,21.0,1.0,-9999.0,1.0,-9999.0,1.0,26.7217,1.0,2.1852,1.0,28.9069,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,46.6,1.0,62.0,1.0,637.9,1.0,-9999.0,1.0,338.47,1.0,22.1,1.0,0.2,3.0
2021-05-02 10:00:00,28,19.0,1.0,-9999.0,1.0,-9999.0,1.0,19.0271,1.0,3.4523,1.0,22.4794,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,177.9,1.0,58.0,1.0,637.6,1.0,-9999.0,1.0,234.25,1.0,22.5,1.0,0.2,3.0
2021-05-02 11:00:00,28,11.0,1.0,-9999.0,1.0,-9999.0,1.0,12.2133,1.0,3.6896,2.2,15.903,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,248.5,1.0,52.0,1.0,637.2,1.0,-9999.0,1.0,560.97,1.0,24.2,1.0,0.8,1.0
2021-05-02 12:00:00,28,6.0,1.0,-9999.0,1.0,-9999.0,1.0,7.257,1.0,2.5906,1.0,9.8476,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,237.3,1.0,45.3,1.0,636.5,1.0,-9999.0,1.0,564.82,1.0,25.7,1.0,0.6,1.0
2021-05-02 13:00:00,28,2.0,1.0,-9999.0,1.0,-9999.0,1.0,5.1478,1.0,1.589,1.0,6.7367,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,190.7,1.0,38.2,1.0,635.5,1.0,-9999.0,1.0,546.97,1.0,27.3,1.0,0.4,1.0
2021-05-02 14:00:00,28,5.0,1.0,-9999.0,1.0,-9999.0,1.0,4.1291,1.0,1.2265,1.0,5.3556,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,218.2,1.0,42.2,1.0,634.9,1.0,-9999.0,1.0,214.31,1.0,26.2,1.0,1.4,1.0
2021-05-02 15:00:00,28,6.0,1.0,-9999.0,1.0,-9999.0,1.0,4.5862,1.0,1.1051,1.0,5.6913,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,235.4,1.0,49.1,1.0,634.8,1.0,-9999.0,1.0,82.63,1.0,24.5,1.0,1.5,1.0
2021-05-02 16:00:00,28,3.0,1.0,-9999.0,1.0,-9999.0,1.0,5.2914,1.0,0.8319,1.0,6.1233,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,246.6,1.0,55.1,1.0,634.8,3.0,-9999.0,1.0,98.34,1.0,23.2,1.0,0.3,1.0
2021-05-02 17:00:00,28,5.0,1.0,-9999.0,1.0,-9999.0,1.0,6.5116,1.0,1.3802,1.0,7.8918,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,309.6,1.0,61.5,1.0,634.8,3.0,-9999.0,1.0,15.81,1.0,22.1,1.0,1.0,1.0
2021-05-02 18:00:00,28,11.0,1.0,-9999.0,1.0,-9999.0,1.0,7.7259,1.0,1.8708,1.0,9.5967,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,340.3,1.0,80.0,1.0,635.8,1.0,-9999.0,1.0,2.37,1.0,19.1,1.0,0.3,1.0
2021-05-02 19:00:00,28,9.0,1.0,-9999.0,1.0,-9999.0,1.0,8.6177,1.0,1.613,1.0,10.2307,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,10.8,1.0,85.7,1.0,637.1,1.0,-9999.0,1.0,0.0,1.0,17.6,1.0,1.3,1.0
2021-05-02 20:00:00,28,5.0,2.1,-9999.0,1.0,-9999.0,1.0,9.2452,1.0,1.3168,2.1,10.562,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,349.7,1.0,86.1,1.0,637.8,1.0,-9999.0,1.0,0.0,1.0,16.8,1.0,0.6,1.0
