,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2016-01-01 00:00:00,44,17.0,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,15.9,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,111.579,1.0,75.8599,1.0,602.591,1.0,0.0,1.0,0.0,1.0,17.9628,1.0,0.960667,1.0
2016-01-01 01:00:00,44,30.0,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,20.2,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,123.069,1.0,72.1111,1.0,602.14,1.0,0.0,1.0,0.0,1.0,17.725,1.0,1.16808,1.0
2016-01-01 02:00:00,44,45.0,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,18.4,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,111.903,1.0,71.3232,1.0,601.913,1.0,0.0,1.0,0.0,1.0,17.6421,1.0,1.46175,1.0
2016-01-01 03:00:00,44,24.0,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,16.1,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,115.936,1.0,74.5781,1.0,601.379,1.0,0.0,1.0,0.0,1.0,17.0176,1.0,1.03333,1.0
2016-01-01 04:00:00,44,34.0,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,9.5,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,110.968,1.0,81.341,1.0,601.344,1.0,0.0,1.0,0.0,1.0,16.2507,1.0,0.506333,1.0
2016-01-01 05:00:00,44,27.0,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,6.7,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,98.681,1.0,80.1996,1.0,601.741,1.0,0.0,1.0,0.0,1.0,16.0853,1.0,0.4955,1.0
2016-01-01 06:00:00,44,25.0,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,5.0,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,108.743,1.0,81.3922,1.0,602.139,1.0,0.0,1.0,0.0,1.0,15.784,1.0,0.283,1.0
2016-01-01 07:00:00,44,30.0,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,3.9,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,90.4655,1.0,82.1599,1.0,602.468,1.0,0.0,1.0,16.8278,1.0,16.0578,1.0,0.0546667,1.0
2016-01-01 08:00:00,44,39.0,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,7.7,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,131.968,1.0,81.738,1.0,602.931,1.0,0.0,1.0,74.9513,1.0,16.7836,1.0,0.0296245,1.0
2016-01-01 09:00:00,44,62.0,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,17.2,-1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,299.807,1.0,78.9889,1.0,603.299,1.0,0.0,1.0,213.739,1.0,18.0118,1.0,0.417833,1.0
